Rainfall_mm,Temperature_C,Humidity_Percent,Elevation_m,Forest_Type,NDVI,Species_Count,Biodiversity_Health_Score,Species_Risk_Level,Ecosystem_Stability_Index
3757.08,34.99,77.36,2860.49,Evergreen,0.838,120,62.66,Medium,67.03
907.28,30.64,44.91,1606.52,Grassland,0.433,469,33.17,High,32.75
3361.07,10.63,55.21,2985.22,Semi-Evergreen,0.667,385,78.96,Medium,71.48
1832.18,20.1,63.41,426.39,Semi-Evergreen,0.549,100,33.22,High,38.01
3572.91,14.33,72.32,2586.68,Deciduous,0.567,147,62.06,Medium,59.88
3538.2,16.99,76.81,1491.61,Grassland,0.764,178,59.52,Medium,63.11
3320.74,37.16,68.8,68.14,Grassland,0.664,256,37.52,High,44.34
3265.11,11.11,54.59,2916.67,Evergreen,0.325,416,74.5,Medium,60.67
1566.38,16.59,92.36,2895.14,Semi-Evergreen,0.167,78,42.57,High,40.19
783.22,19.29,35.7,1149.81,Semi-Evergreen,0.856,256,38.9,High,44.85
1910.43,28.51,62.64,2862.43,Semi-Evergreen,0.896,357,61.29,Medium,65.27
1107.34,26.02,84.29,423.03,Grassland,0.248,491,37.23,High,37.1
2932.33,16.55,34.26,2040.33,Deciduous,0.379,434,55.88,Medium,45.91
1711.35,14.93,79.37,575.79,Semi-Evergreen,0.354,308,46.47,High,45.23
3914.64,17.1,87.38,739.94,Semi-Evergreen,0.944,393,80.83,Low,83.52
2743.4,25.08,76.26,2338.01,Grassland,0.284,328,49.71,High,45.5
3378.68,18.14,30.91,1132.07,Semi-Evergreen,0.25,114,36.22,High,28.81
963.84,38.43,42.61,21.38,Semi-Evergreen,0.264,141,4.11,High,8.31
3517.05,23.92,53.95,1242.72,Grassland,0.757,366,58.24,Medium,58.78
3729.65,11.76,46.36,684.21,Semi-Evergreen,0.899,140,59.83,Medium,61.98
2204.72,31.88,97.39,2049.99,Grassland,0.454,55,33.97,High,41.27
2621.89,19.87,75.61,583.35,Evergreen,0.222,232,45.03,High,40.76
3176.83,29.6,50.79,2526.76,Grassland,0.627,472,60.39,Medium,56.96
1111.94,18.39,95.08,801.28,Evergreen,0.289,478,54.78,Medium,51.84
2258.98,27.12,81.84,1179.08,Semi-Evergreen,0.158,245,38.16,High,35.4
1895.32,33.16,49.92,894.11,Deciduous,0.898,398,44.68,High,51.84
1012.31,37.84,56.52,1931.77,Grassland,0.884,309,34.91,High,45.64
1786.37,17.83,43.96,303.49,Deciduous,0.978,396,51.58,Medium,57.62
738.6,20.05,97.98,1434.3,Evergreen,0.527,80,39.35,High,46.74
590.34,23.93,66.21,1003.36,Semi-Evergreen,0.365,207,26.76,High,29.78
973.08,37.82,92.72,2652.41,Semi-Evergreen,0.793,259,46.38,High,56.82
3870.9,37.04,54.25,220.24,Grassland,0.262,22,18.06,High,19.72
2423.35,12.7,90.26,2489.09,Semi-Evergreen,0.319,25,49.42,High,48.07
3880.38,13.96,33.77,503.04,Grassland,0.33,423,52.93,Medium,42.71
2013.74,24.87,98.75,265.73,Grassland,0.956,279,51.48,Medium,64.89
1591.36,13.2,93.84,606.97,Semi-Evergreen,0.757,120,49.18,High,58.15
2271.5,20.37,55.42,307.96,Deciduous,0.22,328,35.45,High,31.12
2038.29,14.45,84.23,1562.95,Evergreen,0.184,378,57.96,Medium,50.18
869.83,29.08,82.66,2964.64,Deciduous,0.859,346,53.86,Medium,62.08
2742.89,38.48,93.09,102.98,Semi-Evergreen,0.822,465,57.29,Medium,65.16
1256.13,39.9,51.51,1383.39,Evergreen,0.704,484,44.58,High,47.7
2668.56,21.26,62.59,1158.21,Semi-Evergreen,0.276,185,40.27,High,36.77
2775.7,27.97,90.55,1018.82,Deciduous,0.532,183,44.44,High,49.36
1032.09,35.69,84.5,995.59,Grassland,0.642,309,32.44,High,42.55
714.72,13.52,57.54,2685.04,Semi-Evergreen,0.939,25,44.41,High,53.67
3232.67,30.69,89.2,56.93,Semi-Evergreen,0.252,403,49.03,High,46.17
2109.3,22.27,33.29,2324.75,Evergreen,0.564,469,59.34,Medium,52.32
703.57,16.18,84.74,758.8,Evergreen,0.242,421,46.9,High,43.8
3982.03,22.08,44.47,1149.89,Evergreen,0.499,46,45.9,High,43.07
702.23,12.28,50.03,1260.45,Deciduous,0.28,58,20.5,High,21.21
2932.62,30.86,64.53,914.2,Grassland,0.853,326,50.1,Medium,56.72
3942.88,17.58,61.48,280.68,Semi-Evergreen,0.329,294,54.05,Medium,47.43
1337.13,19.34,66.44,342.99,Deciduous,0.475,115,26.56,High,32.14
997.87,13.63,68.13,894.39,Grassland,0.467,363,41.8,High,42.86
924.85,35.94,53.21,2465.43,Semi-Evergreen,0.88,181,35.75,High,45.67
1561.46,24.8,42.27,403.88,Semi-Evergreen,0.782,108,29.1,High,37.28
853.66,27.16,83.79,2227.92,Deciduous,0.152,266,31.71,High,31.04
2922.56,27.08,58.0,866.61,Semi-Evergreen,0.16,43,25.79,High,23.39
718.02,22.31,65.41,2650.39,Semi-Evergreen,0.596,172,40.13,High,44.17
2282.98,15.78,75.13,1284.99,Semi-Evergreen,0.485,351,57.77,Medium,55.44
3988.44,32.35,93.67,515.17,Evergreen,0.348,369,59.92,Medium,56.55
3348.9,13.81,79.53,2957.53,Grassland,0.813,262,73.67,Medium,74.49
2653.27,13.12,33.18,529.9,Semi-Evergreen,0.216,217,36.47,High,28.55
1571.89,31.3,88.7,1702.86,Grassland,0.977,49,37.54,High,54.14
2683.64,16.27,99.25,1707.86,Deciduous,0.122,500,64.28,Medium,55.37
2344.65,19.2,63.07,1118.44,Deciduous,0.206,226,36.81,High,32.86
1991.29,24.26,97.87,2854.47,Grassland,0.38,240,49.65,High,50.68
957.49,23.48,68.31,2531.62,Semi-Evergreen,0.558,73,35.09,High,40.22
3603.11,31.26,62.17,2489.46,Deciduous,0.295,390,54.93,Medium,47.37
2074.25,28.7,53.2,2922.46,Evergreen,0.763,97,47.09,High,51.0
1181.18,29.33,76.03,1371.33,Deciduous,0.422,139,26.05,High,31.96
1787.16,31.42,46.09,291.56,Grassland,0.135,300,17.17,High,15.09
1949.45,18.78,37.35,2296.37,Evergreen,0.89,256,57.4,Medium,58.79
3396.38,19.67,31.91,1142.44,Grassland,0.949,400,61.03,Medium,61.87
3067.65,23.14,50.47,571.04,Evergreen,0.657,280,52.73,Medium,52.21
3192.57,19.22,57.7,1449.74,Evergreen,0.826,21,52.45,Medium,56.8
538.61,39.55,68.65,2777.16,Semi-Evergreen,0.209,386,31.23,High,29.8
1956.54,34.42,50.49,514.07,Grassland,0.342,99,12.58,High,17.11
2184.7,14.94,98.88,2546.1,Semi-Evergreen,0.393,378,68.38,Medium,64.21
567.17,10.17,50.42,1254.61,Deciduous,0.965,210,44.13,High,53.02
1409.35,11.28,60.87,410.41,Semi-Evergreen,0.561,143,37.96,High,41.22
3161.01,17.32,37.23,2545.15,Evergreen,0.107,201,47.98,High,34.76
979.88,13.43,48.24,2908.86,Semi-Evergreen,0.442,441,56.13,Medium,49.5
2373.59,26.0,33.38,873.81,Evergreen,0.107,143,24.37,High,17.7
1253.21,35.74,69.17,910.61,Grassland,0.314,36,8.76,High,16.48
542.42,32.1,82.57,1171.64,Semi-Evergreen,0.509,50,20.35,High,30.85
1344.21,16.47,43.7,2442.39,Semi-Evergreen,0.391,404,50.33,Medium,43.66
3915.56,21.98,55.75,31.25,Evergreen,0.129,153,39.67,High,32.1
3305.38,25.24,31.16,671.87,Deciduous,0.205,242,31.38,High,24.46
3858.52,34.31,88.77,2117.7,Semi-Evergreen,0.596,89,52.58,Medium,56.22
2207.49,35.17,84.6,1216.92,Evergreen,0.726,311,52.27,Medium,58.3
884.08,37.29,34.43,990.89,Evergreen,0.464,411,28.91,High,28.96
2417.86,25.28,55.54,2616.85,Deciduous,0.758,112,45.49,High,50.12
2090.32,30.83,96.87,2752.0,Semi-Evergreen,0.247,92,39.58,High,40.53
3455.25,13.35,57.44,2843.96,Grassland,0.21,489,67.84,Medium,53.85
843.29,26.96,66.83,817.65,Deciduous,0.856,157,31.05,High,43.79
2208.84,17.46,54.87,2737.54,Semi-Evergreen,0.405,43,41.23,High,39.2
1025.17,22.95,71.73,2210.9,Deciduous,0.489,466,50.99,Medium,50.3
1636.37,29.02,98.47,462.64,Deciduous,0.953,187,44.07,High,59.58
3080.75,17.71,99.83,1830.81,Evergreen,0.482,277,69.28,Medium,66.95
2166.06,11.57,84.23,79.0,Semi-Evergreen,0.103,295,44.27,High,38.8
1815.61,10.31,58.3,2125.13,Semi-Evergreen,0.944,484,75.81,Medium,75.87
1880.67,10.66,64.61,2200.7,Evergreen,0.113,308,53.12,Medium,42.41
2108.06,10.25,54.97,2368.02,Deciduous,0.696,33,46.43,High,49.32
3247.56,13.31,98.99,517.58,Deciduous,0.391,499,70.2,Medium,65.45
3622.3,17.18,79.54,1884.75,Semi-Evergreen,0.523,457,76.72,Medium,70.19
3843.67,16.64,61.43,536.57,Grassland,0.593,74,44.63,High,46.68
3254.16,39.6,30.85,2839.95,Semi-Evergreen,0.468,312,44.7,High,39.58
1603.92,19.18,66.43,2025.03,Evergreen,0.797,235,56.38,Medium,60.16
2908.47,13.82,98.87,285.98,Deciduous,0.938,380,72.21,Medium,79.0
2031.61,26.37,66.61,561.1,Evergreen,0.178,103,26.73,High,25.67
1391.35,35.74,42.77,1990.38,Semi-Evergreen,0.82,388,44.07,High,48.68
3443.05,30.34,31.55,1430.01,Semi-Evergreen,0.216,409,44.78,High,34.14
634.49,18.88,54.83,2208.89,Evergreen,0.172,180,31.34,High,27.09
3656.17,26.85,94.28,842.37,Semi-Evergreen,0.96,403,75.36,Medium,81.05
2115.17,31.45,99.76,1973.75,Evergreen,0.54,325,57.73,Medium,60.16
2730.21,31.84,96.18,530.88,Grassland,0.237,495,47.99,High,46.1
2807.74,30.0,81.06,1631.13,Grassland,0.613,478,59.5,Medium,60.35
3632.91,36.12,69.07,2873.4,Semi-Evergreen,0.337,247,51.79,Medium,47.1
2728.34,36.1,71.35,1884.67,Deciduous,0.518,103,34.41,High,39.28
2648.77,27.37,67.73,149.98,Deciduous,0.662,217,39.36,High,45.43
733.28,22.9,79.49,2966.29,Deciduous,0.882,219,50.26,Medium,59.64
2314.43,29.25,59.32,470.6,Deciduous,0.103,486,37.1,High,30.22
1025.59,34.55,76.84,2154.21,Evergreen,0.293,354,39.88,High,38.89
3081.02,10.17,38.51,1597.59,Grassland,0.187,361,49.82,High,38.02
2292.78,39.76,48.6,883.08,Deciduous,0.187,198,16.58,High,16.2
2880.8,15.49,88.52,531.93,Evergreen,0.951,469,80.85,Low,83.87
645.86,24.11,93.26,533.11,Grassland,0.942,208,38.37,High,54.62
796.77,36.16,67.73,2575.2,Deciduous,0.774,175,32.7,High,43.27
3007.13,16.75,32.21,2618.74,Grassland,0.679,247,53.66,Medium,50.74
752.3,24.3,94.89,1395.44,Deciduous,0.863,375,52.6,Medium,63.05
749.4,13.98,79.14,310.86,Evergreen,0.153,191,31.29,High,30.09
542.38,21.85,58.98,2652.5,Semi-Evergreen,0.208,485,45.48,High,38.37
3847.75,15.31,71.89,1461.05,Deciduous,0.385,415,67.57,Medium,59.62
3081.28,20.91,60.08,1316.29,Grassland,0.849,230,53.78,Medium,58.59
1736.38,21.2,62.57,1222.07,Deciduous,0.525,76,30.81,High,35.67
1537.87,39.8,92.08,1095.04,Deciduous,0.553,173,28.37,High,38.8
1723.96,39.84,41.28,1578.02,Grassland,0.306,44,6.99,High,11.09
3211.29,13.44,37.26,1813.62,Grassland,0.684,495,67.4,Medium,61.19
2814.8,31.78,30.19,1399.3,Evergreen,0.899,290,50.87,Medium,53.39
1148.18,11.55,51.98,2689.94,Deciduous,0.397,221,42.81,High,39.7
1109.38,10.91,40.32,952.98,Evergreen,0.657,378,51.75,Medium,50.09
844.38,13.16,45.4,1734.94,Evergreen,0.399,117,34.02,High,32.65
2811.06,38.96,30.79,899.86,Grassland,0.813,96,23.68,High,32.54
3175.3,38.23,45.9,2260.05,Grassland,0.527,483,50.61,Medium,47.2
1427.66,15.82,53.29,306.36,Semi-Evergreen,0.406,456,45.77,High,42.15
573.31,14.85,32.21,566.1,Grassland,0.478,379,29.69,High,29.5
787.6,17.22,72.55,2403.6,Evergreen,0.182,498,55.1,Medium,46.47
3887.51,25.47,69.82,549.59,Deciduous,0.88,340,63.15,Medium,67.22
1534.06,27.09,36.79,1877.24,Evergreen,0.962,388,55.16,Medium,58.75
3192.28,16.65,71.65,2910.73,Semi-Evergreen,0.53,398,74.51,Medium,67.66
2686.32,32.7,99.91,1568.67,Grassland,0.299,130,35.46,High,39.24
1836.79,19.29,96.11,562.19,Deciduous,0.698,142,43.98,High,53.53
1219.91,37.66,30.19,962.07,Grassland,0.507,73,5.36,High,12.82
924.85,29.7,85.68,2470.37,Grassland,0.327,490,45.71,High,45.0
2652.55,23.09,54.75,1054.98,Evergreen,0.135,225,38.67,High,31.38
3211.22,33.7,34.46,2170.53,Deciduous,0.901,186,45.81,High,50.5
2753.66,34.54,50.72,2332.05,Evergreen,0.817,497,66.62,Medium,65.53
2356.06,18.71,52.52,1503.55,Semi-Evergreen,0.846,454,65.98,Medium,65.98
646.83,20.19,66.63,2349.64,Deciduous,0.496,295,40.97,High,42.71
3889.71,38.08,76.28,950.71,Semi-Evergreen,0.778,467,65.51,Medium,67.53
3295.5,14.94,82.43,1548.48,Grassland,0.623,108,53.86,Medium,56.82
1524.88,11.26,47.21,2059.67,Deciduous,0.437,30,32.48,High,32.69
3929.9,23.62,52.52,504.22,Grassland,0.858,402,61.52,Medium,63.13
2606.59,34.04,51.59,820.87,Deciduous,0.999,493,56.36,Medium,62.51
2538.48,33.15,55.39,1956.11,Evergreen,0.909,71,44.99,High,53.11
3118.26,37.59,99.98,1966.08,Deciduous,0.799,232,55.7,Medium,64.51
3341.19,26.0,84.46,1479.91,Deciduous,0.773,73,50.41,Medium,58.02
2797.68,13.0,98.25,2386.76,Evergreen,0.685,266,76.79,Medium,76.51
948.34,27.66,78.52,1446.16,Evergreen,0.868,88,39.67,High,51.77
1683.94,33.35,58.44,2643.97,Semi-Evergreen,0.544,26,29.38,High,34.49
3748.29,12.8,57.28,2207.71,Grassland,0.264,159,51.09,Medium,43.3
1286.15,15.18,64.2,944.08,Deciduous,0.791,405,53.62,Medium,57.78
1802.58,10.37,59.18,1185.76,Evergreen,0.928,378,68.28,Medium,70.35
2012.27,27.81,87.98,2003.06,Semi-Evergreen,0.407,424,56.24,Medium,54.48
2037.92,36.6,62.55,2683.36,Grassland,0.805,243,42.92,High,50.35
2645.29,30.12,50.69,536.13,Deciduous,0.346,88,22.04,High,23.86
3800.77,39.46,84.24,1543.99,Evergreen,0.948,366,70.15,Medium,75.71
1342.42,11.89,89.81,356.35,Deciduous,0.715,370,55.25,Medium,60.89
925.25,37.09,59.43,838.37,Grassland,0.612,393,28.29,High,35.39
1191.15,34.42,76.75,2057.94,Deciduous,0.802,223,39.13,High,49.67
3604.24,19.43,34.12,233.2,Semi-Evergreen,0.832,140,47.45,High,50.07
2760.34,39.21,67.06,1987.08,Evergreen,0.903,311,57.56,Medium,63.43
1500.67,18.64,33.15,2702.43,Evergreen,0.911,296,57.97,Medium,59.05
3355.81,36.68,32.04,2908.11,Evergreen,0.147,328,44.69,High,32.63
3514.79,36.42,72.9,649.9,Evergreen,0.211,273,42.0,High,37.99
3462.8,32.73,51.23,2246.69,Evergreen,0.843,166,55.92,Medium,58.7
3716.24,26.9,81.98,2779.11,Deciduous,0.951,22,59.76,Medium,68.18
1382.84,13.6,92.73,274.11,Semi-Evergreen,0.377,207,41.61,High,44.24
3142.65,25.96,39.76,1242.07,Deciduous,0.108,356,38.21,High,28.31
2111.89,20.7,80.72,2758.23,Deciduous,0.39,369,57.67,Medium,54.07
3446.99,33.77,66.02,608.36,Semi-Evergreen,0.445,119,35.78,High,37.85
3049.72,32.74,37.85,2801.28,Evergreen,0.785,476,67.71,Medium,63.74
3217.57,37.32,75.61,1581.58,Evergreen,0.143,437,51.55,Medium,43.55
2796.57,10.44,72.66,299.68,Evergreen,0.291,176,49.13,High,44.74
1121.0,34.27,66.09,1349.63,Grassland,0.905,221,33.08,High,46.19
2407.59,38.15,94.85,978.78,Evergreen,0.239,391,46.07,High,44.61
3946.34,33.68,66.48,846.61,Evergreen,0.783,204,55.65,Medium,59.35
3780.86,13.91,99.34,1624.43,Evergreen,0.425,348,78.12,Medium,71.82
651.11,12.44,65.65,1450.78,Deciduous,0.696,59,33.63,High,41.89
1076.85,10.63,38.11,1445.9,Semi-Evergreen,0.166,325,37.03,High,28.56
961.05,28.86,62.93,264.43,Grassland,0.358,222,17.35,High,22.58
3040.93,28.89,42.76,2406.95,Semi-Evergreen,0.482,166,43.43,High,40.72
3362.25,39.61,71.8,1444.32,Evergreen,0.871,425,65.12,Medium,68.7
1247.29,21.94,78.52,2462.72,Semi-Evergreen,0.607,261,50.91,Medium,53.84
2270.48,19.96,62.79,2473.78,Semi-Evergreen,0.141,198,42.58,High,35.39
3442.46,28.73,36.84,951.41,Evergreen,0.822,68,43.29,High,47.32
3064.81,34.77,62.8,13.04,Deciduous,0.149,199,23.32,High,22.1
2397.83,38.1,35.7,2733.74,Deciduous,0.941,398,52.09,Medium,55.96
2566.22,34.09,77.75,2282.08,Evergreen,0.291,169,42.33,High,40.69
2279.26,22.8,85.33,321.76,Evergreen,0.539,388,56.57,Medium,57.26
1541.42,29.05,97.37,2105.18,Evergreen,0.165,465,54.32,Medium,49.1
2477.58,35.69,40.42,60.07,Grassland,0.606,258,25.16,High,30.34
2911.1,24.72,67.27,83.28,Deciduous,0.548,335,46.16,High,47.58
3556.63,16.5,69.73,1577.47,Deciduous,0.469,227,56.89,Medium,53.7
2727.02,15.09,94.57,288.11,Evergreen,0.132,228,49.34,High,44.47
3163.93,10.0,73.91,2893.01,Evergreen,0.891,266,83.29,Low,82.15
1060.25,31.55,40.19,2681.49,Evergreen,0.822,26,31.59,High,39.62
2115.45,13.33,60.54,1949.44,Evergreen,0.67,138,54.42,Medium,55.12
532.66,17.32,75.83,191.13,Semi-Evergreen,0.615,456,47.29,High,51.09
1363.38,18.94,79.02,974.51,Grassland,0.725,50,33.05,High,44.04
3042.62,26.81,90.42,1115.17,Deciduous,0.23,407,52.51,Medium,48.27
3971.33,21.94,42.64,1442.64,Grassland,0.939,368,65.53,Medium,66.33
847.12,30.24,96.61,506.71,Deciduous,0.356,26,15.8,High,26.27
1905.23,11.67,34.14,1732.53,Deciduous,0.691,254,47.79,High,47.18
3300.25,13.72,98.86,1307.31,Deciduous,0.646,497,79.79,Medium,77.83
1214.12,24.98,90.04,2841.89,Grassland,0.673,406,57.03,Medium,61.23
2442.8,20.11,76.22,2808.59,Grassland,0.891,300,65.25,Medium,69.85
3065.75,18.87,81.45,1696.42,Semi-Evergreen,0.366,437,66.55,Medium,59.86
2655.95,12.01,35.09,1933.05,Grassland,0.774,308,56.79,Medium,55.46
1158.09,36.87,32.9,413.39,Semi-Evergreen,0.639,114,13.34,High,21.72
1743.85,30.75,37.12,669.97,Grassland,0.168,363,21.31,High,17.46
3243.27,13.65,36.12,2702.15,Semi-Evergreen,0.473,401,67.11,Medium,56.13
2439.79,11.95,68.32,2097.5,Semi-Evergreen,0.854,57,56.94,Medium,62.09
518.3,39.25,45.08,568.29,Semi-Evergreen,0.384,385,19.02,High,21.78
3163.47,30.44,90.21,1710.63,Semi-Evergreen,0.534,400,63.29,Medium,62.55
623.59,22.52,61.2,2804.28,Evergreen,0.54,145,39.52,High,41.9
3110.07,31.05,78.69,1035.51,Evergreen,0.656,279,56.07,Medium,58.56
1208.68,32.69,75.7,557.46,Semi-Evergreen,0.896,195,36.31,High,49.63
3853.26,33.4,52.39,2826.08,Deciduous,0.256,477,58.55,Medium,47.66
1787.79,24.34,47.02,1383.8,Semi-Evergreen,0.554,492,51.88,Medium,48.84
1644.26,22.9,53.97,1251.73,Evergreen,0.482,120,34.66,High,36.18
1021.11,10.33,85.77,802.7,Grassland,0.366,336,43.84,High,44.57
1569.61,37.8,71.04,2674.76,Semi-Evergreen,0.928,212,46.67,High,56.92
3568.28,28.1,47.75,2536.85,Evergreen,0.107,100,40.67,High,31.17
3987.17,16.09,87.25,1208.97,Semi-Evergreen,0.21,385,67.61,Medium,57.95
1789.08,37.59,33.83,91.84,Deciduous,0.76,474,34.41,High,39.3
2070.14,37.45,78.94,1339.95,Evergreen,0.337,353,42.72,High,42.16
3027.25,39.68,60.74,542.57,Grassland,0.751,80,27.16,High,37.86
3601.69,36.22,81.19,428.2,Grassland,0.849,148,43.1,High,54.13
2575.66,39.93,94.92,1179.28,Evergreen,0.329,25,30.03,High,35.39
1870.34,17.34,82.5,297.23,Evergreen,0.273,477,55.27,Medium,50.03
1944.18,35.27,60.94,2872.39,Semi-Evergreen,0.231,40,25.41,High,25.11
2934.66,34.69,40.57,142.62,Grassland,0.28,214,20.01,High,19.52
511.26,16.93,86.44,1204.11,Semi-Evergreen,0.34,358,43.53,High,43.87
2668.56,12.95,62.25,488.11,Deciduous,0.882,47,45.65,High,53.94
1744.23,39.38,35.27,2066.43,Grassland,0.793,469,41.55,High,45.24
3279.69,18.88,80.33,236.43,Semi-Evergreen,0.102,430,54.29,Medium,45.23
825.47,36.13,50.43,1640.42,Deciduous,0.887,435,40.58,High,48.81
2558.71,10.12,33.42,2319.3,Semi-Evergreen,0.171,159,42.77,High,32.0
2183.41,10.63,93.19,2850.18,Evergreen,0.69,340,79.17,Medium,77.55
2748.14,23.98,63.82,2095.58,Grassland,0.236,449,51.84,Medium,44.15
726.99,17.16,49.67,298.48,Deciduous,0.156,254,19.99,High,18.05
2529.94,30.7,80.15,265.56,Semi-Evergreen,0.784,443,57.0,Medium,62.26
2465.2,26.97,92.01,2194.79,Semi-Evergreen,0.52,112,48.12,High,51.89
2462.31,12.32,30.02,645.99,Evergreen,0.639,156,44.77,High,43.32
2612.21,14.88,78.15,1341.72,Evergreen,0.483,101,51.59,Medium,51.5
2867.64,21.64,83.69,2929.86,Semi-Evergreen,0.16,337,60.16,Medium,51.12
3317.46,15.57,44.69,2459.72,Grassland,0.766,384,67.61,Medium,64.22
1444.37,33.77,64.27,2539.78,Semi-Evergreen,0.838,272,47.48,High,54.54
3387.67,22.48,36.25,2582.31,Semi-Evergreen,0.137,247,46.21,High,34.07
2243.89,12.8,82.27,1858.64,Evergreen,0.438,419,69.38,Medium,63.55
769.7,24.53,89.32,2231.8,Grassland,0.602,374,47.69,High,53.01
704.93,12.73,37.57,1076.88,Deciduous,0.645,375,41.25,High,42.06
1669.83,13.87,87.15,2995.34,Evergreen,0.62,471,78.05,Medium,74.37
3247.14,17.19,84.01,838.87,Evergreen,0.724,443,76.49,Medium,75.12
2976.88,35.79,54.28,1770.02,Grassland,0.97,254,48.08,High,56.46
3260.15,37.74,78.32,846.19,Semi-Evergreen,0.452,54,32.39,High,37.39
2310.44,34.79,30.0,336.21,Evergreen,0.601,146,25.78,High,29.18
2040.7,20.02,95.23,1702.76,Evergreen,0.729,358,68.4,Medium,71.18
1016.08,18.17,68.53,1060.05,Grassland,0.633,463,48.71,High,51.45
1648.67,26.47,73.42,1749.66,Evergreen,0.448,473,56.6,Medium,53.56
2019.07,31.66,76.53,1676.04,Deciduous,0.662,498,56.14,Medium,58.43
810.1,39.8,69.3,1626.77,Semi-Evergreen,0.685,366,36.93,High,44.46
1272.14,13.95,89.97,369.9,Evergreen,0.626,278,52.72,Medium,57.17
2593.79,11.48,72.68,1320.54,Deciduous,0.285,147,44.43,High,41.3
3074.82,30.83,93.54,2436.01,Grassland,0.555,72,45.13,High,50.79
3994.22,34.97,70.76,945.43,Semi-Evergreen,0.896,119,51.62,Medium,59.64
3765.9,35.39,41.98,1331.49,Deciduous,0.882,462,60.02,Medium,61.1
2748.98,30.35,93.95,1481.49,Semi-Evergreen,0.776,439,67.44,Medium,71.36
1974.37,38.62,77.71,2588.19,Grassland,0.727,213,40.61,High,49.19
2726.62,25.33,78.95,1966.8,Evergreen,0.238,259,51.52,Medium,46.12
3249.78,37.41,98.98,300.61,Semi-Evergreen,0.514,268,46.76,High,51.77
914.18,39.03,35.26,2595.51,Deciduous,0.2,312,19.14,High,16.37
1934.67,35.41,60.0,2496.2,Deciduous,0.836,226,43.29,High,50.93
3439.31,19.29,46.74,2260.94,Deciduous,0.362,120,44.72,High,39.52
1843.42,15.89,74.13,1398.17,Deciduous,0.79,234,52.6,Medium,58.46
2501.55,26.44,86.48,2272.64,Deciduous,0.833,319,62.66,Medium,68.22
2557.19,23.59,97.64,1436.23,Evergreen,0.903,83,58.44,Medium,68.42
1145.67,36.33,61.82,2209.87,Evergreen,0.778,454,52.61,Medium,56.45
1767.82,13.0,85.04,2640.33,Semi-Evergreen,0.608,258,62.74,Medium,63.08
1670.79,17.73,94.19,2671.62,Grassland,0.638,143,50.69,Medium,56.62
591.69,32.55,77.83,1363.74,Semi-Evergreen,0.389,25,16.36,High,24.7
584.67,12.85,46.99,2578.03,Evergreen,0.259,244,40.44,High,34.28
3410.94,19.62,72.55,304.37,Deciduous,0.218,344,48.5,High,42.64
1455.75,21.61,97.9,305.46,Deciduous,0.264,168,30.51,High,34.7
2313.28,28.68,99.13,1644.8,Semi-Evergreen,0.941,76,52.13,Medium,65.05
1545.54,14.74,74.97,1955.53,Grassland,0.248,175,37.08,High,35.67
3792.38,35.82,92.09,458.98,Deciduous,0.751,104,44.75,High,54.67
1407.54,23.43,44.02,1416.54,Evergreen,0.266,43,22.51,High,21.45
2003.8,37.51,47.23,283.09,Grassland,0.978,134,24.95,High,39.43
3554.56,24.04,96.7,1806.3,Semi-Evergreen,0.43,111,54.86,Medium,55.26
3446.77,18.25,39.47,2565.28,Grassland,0.471,350,57.83,Medium,50.08
1151.35,14.25,43.38,2212.92,Evergreen,0.464,210,43.73,High,40.61
3309.25,10.11,59.44,1134.87,Semi-Evergreen,0.835,41,56.4,Medium,60.01
2103.65,25.96,71.27,2981.38,Evergreen,0.296,385,57.94,Medium,50.82
2190.39,13.21,72.27,1988.8,Evergreen,0.848,53,57.27,Medium,62.75
967.18,21.75,50.44,2445.75,Evergreen,0.691,268,48.17,High,49.78
782.11,27.68,94.44,2009.09,Grassland,0.298,393,39.92,High,41.55
3047.79,18.27,94.06,2968.25,Evergreen,0.159,56,54.44,Medium,48.56
2237.61,15.26,57.44,2464.08,Semi-Evergreen,0.797,316,65.02,Medium,64.94
2028.98,33.24,60.4,1558.27,Grassland,0.297,484,40.28,High,36.92
3053.28,38.4,79.17,1100.64,Evergreen,0.9,354,60.52,Medium,67.17
3179.3,13.01,76.41,2046.46,Grassland,0.217,240,53.36,Medium,46.58
1056.18,14.67,56.76,1770.67,Semi-Evergreen,0.655,245,46.49,High,48.7
2635.79,38.8,59.0,1888.05,Deciduous,0.723,380,48.3,High,51.8
973.74,11.13,54.36,1029.04,Deciduous,0.692,318,45.67,High,48.6
3129.81,39.33,46.48,1286.19,Evergreen,0.384,297,39.94,High,36.63
2799.34,10.14,62.07,1674.29,Evergreen,0.888,366,77.11,Medium,76.07
3848.15,36.21,78.05,2517.85,Deciduous,0.793,418,69.45,Medium,70.88
741.35,19.22,81.94,2288.73,Semi-Evergreen,0.559,40,36.4,High,43.1
699.69,38.16,84.52,355.97,Evergreen,0.643,71,20.84,High,34.44
1487.65,19.51,56.23,736.66,Semi-Evergreen,0.61,279,41.84,High,44.36
1415.97,29.63,83.52,79.97,Semi-Evergreen,0.952,450,53.66,Medium,64.14
1364.43,12.4,30.46,23.88,Semi-Evergreen,0.907,421,50.6,Medium,53.42
3671.89,17.27,63.39,673.13,Semi-Evergreen,0.312,346,57.02,Medium,49.39
